id,name,icon,type,class,openLevel,activateType,effectType,openAttr,soul,level,mainAttr,sideAttr,mainAttr2,sideAttr2,buildLevel,stuff,vipLevel,needLevel,desc
30304,领袖,ui/Icon3/jichi.png,3,2,6,1,0,1,1,4,800,0,600,0,0,100100*13+100133*24,0,15,#[color=3A3A3A_size=24]兵营产兵速度提升6%##[color=3A3A3A_size=24]#
30305,领袖,ui/Icon3/jichi.png,3,2,6,1,0,1,1,5,900,0,700,0,0,100100*24+100133*36,0,20,#[color=3A3A3A_size=24]兵营产兵速度提升7%##[color=3A3A3A_size=24]#
30306,领袖,ui/Icon3/jichi.png,3,2,6,1,0,1,1,6,1000,0,800,0,0,100100*48+100133*48+100221*6,0,25,#[color=3A3A3A_size=24]兵营产兵速度提升8%##[color=3A3A3A_size=24]#
30307,领袖,ui/Icon3/jichi.png,3,2,6,1,0,1,1,7,1200,0,1000,0,0,100100*96+100133*72+100221*12,0,30,#[color=3A3A3A_size=24]兵营产兵速度提升10%##[color=3A3A3A_size=24]#
30401,惩戒,ui/Icon3/regou.png,3,3,6,0,0,1,1,1,400,0,200,0,0,100100*1+100134*999,0,1,#[color=3A3A3A_size=24]向野怪移动加速2%##[color=3A3A3A_size=24]#
30402,惩戒,ui/Icon3/regou.png,3,3,6,0,0,1,1,2,800,0,400,0,0,100100*3+100134*999,0,8,#[color=3A3A3A_size=24]向野怪移动加速4%##[color=3A3A3A_size=24]#
30403,惩戒,ui/Icon3/regou.png,3,3,6,0,0,1,1,3,1200,0,600,0,0,100100*7+100134*999,0,10,#[color=3A3A3A_size=24]向野怪移动加速6%##[color=3A3A3A_size=24]#
30404,惩戒,ui/Icon3/regou.png,3,3,6,0,0,1,1,4,1600,0,800,0,0,100100*13+100134*999,0,15,#[color=3A3A3A_size=24]向野怪移动加速8%##[color=3A3A3A_size=24]#
30405,惩戒,ui/Icon3/regou.png,3,3,6,0,0,1,1,5,2000,0,1000,0,0,100100*24+100134*999,0,20,#[color=3A3A3A_size=24]向野怪移动加速10%##[color=3A3A3A_size=24]#
30406,惩戒,ui/Icon3/regou.png,3,3,6,0,0,1,1,6,2400,0,1200,0,0,100100*48+100134*999,0,25,#[color=3A3A3A_size=24]向野怪移动加速12%##[color=3A3A3A_size=24]#
30407,惩戒,ui/Icon3/regou.png,3,3,6,0,0,1,1,7,3000,0,1500,0,0,100100*96+100134*999,0,30,#[color=3A3A3A_size=24]向野怪移动加速15%##[color=3A3A3A_size=24]#
30501,追踪,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,1,400,20,100,20,0,100100*100,0,1,#[color=3A3A3A_size=24]进攻兵力少于20的建筑时，移速提升1%##[color=3A3A3A_size=24](副本闯关提升4%##[color=3A3A3A_size=24])#
30502,追踪,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,2,800,20,250,20,0,100100*100,0,8,#[color=3A3A3A_size=24]进攻兵力少于20的建筑时，移速提升2.5%##[color=3A3A3A_size=24](副本闯关提升8##[color=3A3A3A_size=24])#
30503,追踪,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,3,1200,20,400,20,0,100100*100,0,10,#[color=3A3A3A_size=24]进攻兵力少于20的建筑时，移速提升4%##[color=3A3A3A_size=24](副本闯关提升12##[color=3A3A3A_size=24])#
30504,追踪,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,4,1600,20,600,20,0,100100*100,0,15,#[color=3A3A3A_size=24]进攻兵力少于20的建筑时，移速提升6%##[color=3A3A3A_size=24](副本闯关提升16##[color=3A3A3A_size=24])#
30505,追踪,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,5,2000,20,800,20,0,100100*100,0,20,#[color=3A3A3A_size=24]进攻兵力少于20的建筑时，移速提升8%##[color=3A3A3A_size=24](副本闯关提升20##[color=3A3A3A_size=24])#
30506,追踪,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,6,2400,20,1000,20,0,100100*100,0,25,#[color=3A3A3A_size=24]进攻兵力少于20的建筑时，移速提升10%##[color=3A3A3A_size=24](副本闯关提升24##[color=3A3A3A_size=24])#
30507,追踪,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,7,3000,20,1200,20,0,100100*100,0,30,#[color=3A3A3A_size=24]进攻兵力少于20的建筑时，移速提升12%##[color=3A3A3A_size=24](副本闯关提升30##[color=3A3A3A_size=24])#
30601,疾跑,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,1,400,20,100,20,0,100100*100,0,1,#[color=3A3A3A_size=24]向友方兵力少于20的建筑移动时，移速提升1%##[color=3A3A3A_size=24](副本闯关提升4##[color=3A3A3A_size=24])#
30602,疾跑,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,2,800,20,250,20,0,100100*100,0,8,#[color=3A3A3A_size=24]向友方兵力少于20的建筑移动时，移速提升2.5%##[color=3A3A3A_size=24](副本闯关提升8##[color=3A3A3A_size=24])#
30603,疾跑,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,3,1200,20,400,20,0,100100*100,0,10,#[color=3A3A3A_size=24]向友方兵力少于20的建筑移动时，移速提升4%##[color=3A3A3A_size=24](副本闯关提升12##[color=3A3A3A_size=24])#
30604,疾跑,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,4,1600,20,600,20,0,100100*100,0,15,#[color=3A3A3A_size=24]向友方兵力少于20的建筑移动时，移速提升6%##[color=3A3A3A_size=24](副本闯关提升16##[color=3A3A3A_size=24])#
30605,疾跑,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,5,2000,20,800,20,0,100100*100,0,20,#[color=3A3A3A_size=24]向友方兵力少于20的建筑移动时，移速提升8%##[color=3A3A3A_size=24](副本闯关提升20##[color=3A3A3A_size=24])#
30606,疾跑,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,6,2400,20,1000,20,0,100100*100,0,25,#[color=3A3A3A_size=24]向友方兵力少于20的建筑移动时，移速提升10%##[color=3A3A3A_size=24](副本闯关提升24##[color=3A3A3A_size=24])#
30607,疾跑,ui/Icon3/chaofan.png,3,3,100,0,0,1,1,7,3000,20,1200,20,0,100100*100,0,30,#[color=3A3A3A_size=24]向友方兵力少于20的建筑移动时，移速提升12%##[color=3A3A3A_size=24](副本闯关提升30##[color=3A3A3A_size=24])#
40101,召唤,ui/Icon3/miguahuotui.png,4,1,6,1,0,1,0,1,600,1,200,1,0,100100*1+100121*1,0,1,#[color=3A3A3A_size=24]初始随机1个建筑小兵增加2##[color=3A3A3A_size=24]个##[color=3A3A3A_size=24](副本闯关增加6##[color=3A3A3A_size=24]个)#
40102,召唤,ui/Icon3/miguahuotui.png,4,1,6,1,0,1,0,2,900,1,300,1,0,100100*3+100121*3,0,8,#[color=3A3A3A_size=24]初始随机1个建筑小兵增加3##[color=3A3A3A_size=24]个##[color=3A3A3A_size=24](副本闯关增加9##[color=3A3A3A_size=24]个)#
40103,召唤,ui/Icon3/miguahuotui.png,4,1,6,1,0,1,0,3,1200,1,400,1,0,100100*7+100121*5,0,10,#[color=3A3A3A_size=24]初始随机1个建筑小兵增加4##[color=3A3A3A_size=24]个##[color=3A3A3A_size=24](副本闯关增加12##[color=3A3A3A_size=24]个)#
40104,召唤,ui/Icon3/miguahuotui.png,4,1,6,1,0,1,0,4,1500,1,500,1,0,100100*13+100121*8,0,15,#[color=3A3A3A_size=24]初始随机1个建筑小兵增加5##[color=3A3A3A_size=24]个##[color=3A3A3A_size=24](副本闯关增加15##[color=3A3A3A_size=24]个)#
40105,召唤,ui/Icon3/miguahuotui.png,4,1,6,1,0,1,0,5,1800,1,600,1,0,100100*24+100121*12,0,20,#[color=3A3A3A_size=24]初始随机1个建筑小兵增加6##[color=3A3A3A_size=24]个##[color=3A3A3A_size=24](副本闯关增加18##[color=3A3A3A_size=24]个)#
40106,召唤,ui/Icon3/miguahuotui.png,4,1,6,1,0,1,0,6,2100,1,700,1,0,100100*48+100121*16+100231*9,0,25,#[color=3A3A3A_size=24]初始随机1个建筑小兵增加7##[color=3A3A3A_size=24]个##[color=3A3A3A_size=24](副本闯关增加21##[color=3A3A3A_size=24]个)#
40107,召唤,ui/Icon3/miguahuotui.png,4,1,6,1,0,1,0,7,3000,1,1000,1,0,100100*96+100121*24+100231*18,0,30,#[color=3A3A3A_size=24]初始随机1个建筑小兵增加10##[color=3A3A3A_size=24]个##[color=3A3A3A_size=24](副本闯关增加30##[color=3A3A3A_size=24]个)#
40201,上限,ui/Icon3/tilamisu.png,4,2,6,1,0,1,0,1,400,0,300,0,0,100100*1+100122*3,0,1,#[color=3A3A3A_size=24]兵营产兵上限增加3##[color=3A3A3A_size=24]个(副本闯关增加4##[color=3A3A3A_size=24]个)#
40202,上限,ui/Icon3/tilamisu.png,4,2,6,1,0,1,0,2,600,0,500,0,0,100100*3+100122*9,0,8,#[color=3A3A3A_size=24]兵营产兵上限增加5##[color=3A3A3A_size=24]个(副本闯关增加6##[color=3A3A3A_size=24]个)#
40203,上限,ui/Icon3/tilamisu.png,4,2,6,1,0,1,0,3,800,0,700,0,0,100100*7+100122*15,0,10,#[color=3A3A3A_size=24]兵营产兵上限增加7##[color=3A3A3A_size=24]个(副本闯关增加8##[color=3A3A3A_size=24]个)#
40204,上限,ui/Icon3/tilamisu.png,4,2,6,1,0,1,0,4,1000,0,800,0,0,100100*13+100122*24,0,15,#[color=3A3A3A_size=24]兵营产兵上限增加8##[color=3A3A3A_size=24]个(副本闯关增加10##[color=3A3A3A_size=24]个)#
40205,上限,ui/Icon3/tilamisu.png,4,2,6,1,0,1,0,5,1300,0,900,0,0,100100*24+100122*36,0,20,#[color=3A3A3A_size=24]兵营产兵上限增加9##[color=3A3A3A_size=24]个(副本闯关增加13##[color=3A3A3A_size=24]个)#
40206,上限,ui/Icon3/tilamisu.png,4,2,6,1,0,1,0,6,1600,0,1000,0,0,100100*48+100122*48+100231*9,0,25,#[color=3A3A3A_size=24]兵营产兵上限增加10##[color=3A3A3A_size=24]个(副本闯关增加16##[color=3A3A3A_size=24]个)#
40207,上限,ui/Icon3/tilamisu.png,4,2,6,1,0,1,0,7,2000,0,1500,0,0,100100*96+100122*72+100231*18,0,30,#[color=3A3A3A_size=24]兵营产兵上限增加15##[color=3A3A3A_size=24]个(副本闯关增加20##[color=3A3A3A_size=24]个)#
40301,充能,ui/Icon3/huitui.png,4,2,6,1,0,1,0,1,200,0,100,0,0,100100*1+100123*20,0,1,#[color=3A3A3A_size=24]先锋营容量增加1##[color=3A3A3A_size=24]个(副本闯关增加2##[color=3A3A3A_size=24]个)#
40302,充能,ui/Icon3/huitui.png,4,2,6,1,0,1,0,2,300,0,200,0,0,100100*3+100123*60,0,8,#[color=3A3A3A_size=24]先锋营容量增加2##[color=3A3A3A_size=24]个(副本闯关增加3##[color=3A3A3A_size=24]个)#
40303,充能,ui/Icon3/huitui.png,4,2,6,1,0,1,0,3,400,0,300,0,0,100100*7+100123*100,0,10,#[color=3A3A3A_size=24]先锋营容量增加3##[color=3A3A3A_size=24]个(副本闯关增加4##[color=3A3A3A_size=24]个)#
40304,充能,ui/Icon3/huitui.png,4,2,6,1,0,1,0,4,500,0,400,0,0,100100*13+100123*160,0,15,#[color=3A3A3A_size=24]先锋营容量增加4##[color=3A3A3A_size=24]个(副本闯关增加5##[color=3A3A3A_size=24]个)#
40305,充能,ui/Icon3/huitui.png,4,2,6,1,0,1,0,5,600,0,500,0,0,100100*24+100123*240,0,20,#[color=3A3A3A_size=24]先锋营容量增加5##[color=3A3A3A_size=24]个(副本闯关增加6##[color=3A3A3A_size=24]个)#
40306,充能,ui/Icon3/huitui.png,4,2,6,1,0,1,0,6,800,0,600,0,0,100100*48+100123*320+100231*9,0,25,#[color=3A3A3A_size=24]先锋营容量增加6##[color=3A3A3A_size=24]个(副本闯关增加8##[color=3A3A3A_size=24]个)#
40307,充能,ui/Icon3/huitui.png,4,2,6,1,0,1,0,7,1000,0,700,0,0,100100*96+100123*480+100231*18,0,30,#[color=3A3A3A_size=24]先锋营容量增加7##[color=3A3A3A_size=24]个(副本闯关增加10##[color=3A3A3A_size=24]个)#
40401,祝福,ui/Icon3/niuroushucaitang.png,4,3,6,1,0,1,0,1,200,0,100,0,70+90+120+140+160,100100*1+100124*3,0,1,#[color=3A3A3A_size=24]建筑升级后返还1##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关返还2##[color=3A3A3A_size=24]个)#
40402,祝福,ui/Icon3/niuroushucaitang.png,4,3,6,1,0,1,0,2,300,0,200,0,70+90+120+140+160,100100*3+100124*9,0,8,#[color=3A3A3A_size=24]建筑升级后返还2##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关返还3##[color=3A3A3A_size=24]个)#
40403,祝福,ui/Icon3/niuroushucaitang.png,4,3,6,1,0,1,0,3,400,0,300,0,70+90+120+140+160,100100*7+100124*15,0,10,#[color=3A3A3A_size=24]建筑升级后返还3##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关返还4##[color=3A3A3A_size=24]个)#
40404,祝福,ui/Icon3/niuroushucaitang.png,4,3,6,1,0,1,0,4,500,0,400,0,70+90+120+140+160,100100*13+100124*24,0,15,#[color=3A3A3A_size=24]建筑升级后返还4##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关返还5##[color=3A3A3A_size=24]个)#
40405,祝福,ui/Icon3/niuroushucaitang.png,4,3,6,1,0,1,0,5,600,0,500,0,70+90+120+140+160,100100*24+100124*36,0,20,#[color=3A3A3A_size=24]建筑升级后返还5##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关返还6##[color=3A3A3A_size=24]个)#
40406,祝福,ui/Icon3/niuroushucaitang.png,4,3,6,1,0,1,0,6,800,0,600,0,70+90+120+140+160,100100*48+100124*48+100231*9,0,25,#[color=3A3A3A_size=24]建筑升级后返还6##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关返还8##[color=3A3A3A_size=24]个)#
40407,祝福,ui/Icon3/niuroushucaitang.png,4,3,6,1,0,1,0,7,1000,0,700,0,70+90+120+140+160,100100*96+100124*72+100231*18,0,30,#[color=3A3A3A_size=24]建筑升级后返还7##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关返还10##[color=3A3A3A_size=24]个)#
40501,愤怒,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,1,100,30,100,30,0,100100*100,0,1,#[color=3A3A3A_size=24]每30秒增加1##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关提升2##[color=3A3A3A_size=24])#
40502,愤怒,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,2,200,30,200,30,0,100100*100,0,8,#[color=3A3A3A_size=24]每30秒增加2##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关提升4##[color=3A3A3A_size=24])#
40503,愤怒,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,3,300,30,300,30,0,100100*100,0,10,#[color=3A3A3A_size=24]每30秒增加3##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关提升6##[color=3A3A3A_size=24])#
40504,愤怒,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,4,400,30,400,30,0,100100*100,0,15,#[color=3A3A3A_size=24]每30秒增加4##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关提升8##[color=3A3A3A_size=24])#
40505,愤怒,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,5,500,30,500,30,0,100100*100,0,20,#[color=3A3A3A_size=24]每30秒增加5##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关提升10##[color=3A3A3A_size=24])#
40506,愤怒,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,6,600,30,600,30,0,100100*100,0,25,#[color=3A3A3A_size=24]每30秒增加6##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关提升12##[color=3A3A3A_size=24])#
40507,愤怒,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,7,700,30,700,30,0,100100*100,0,30,#[color=3A3A3A_size=24]每30秒增加7##[color=3A3A3A_size=24]个小兵##[color=3A3A3A_size=24](副本闯关提升14##[color=3A3A3A_size=24])#
40601,恩赐,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,1,100,0,100,0,50+100+150+200+250,100100*100,0,1,#[color=3A3A3A_size=24]占领建筑后，该建筑回复1##[color=3A3A3A_size=24]个兵##[color=3A3A3A_size=24](副本闯关提升2##[color=3A3A3A_size=24])#
40602,恩赐,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,2,200,0,200,0,50+100+150+200+250,100100*100,0,8,#[color=3A3A3A_size=24]占领建筑后，该建筑回复2##[color=3A3A3A_size=24]个兵##[color=3A3A3A_size=24](副本闯关提升4##[color=3A3A3A_size=24])#
40603,恩赐,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,3,300,0,300,0,50+100+150+200+250,100100*100,0,10,#[color=3A3A3A_size=24]占领建筑后，该建筑回复3##[color=3A3A3A_size=24]个兵##[color=3A3A3A_size=24](副本闯关提升6##[color=3A3A3A_size=24])#
40604,恩赐,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,4,400,0,400,0,50+100+150+200+250,100100*100,0,15,#[color=3A3A3A_size=24]占领建筑后，该建筑回复4##[color=3A3A3A_size=24]个兵##[color=3A3A3A_size=24](副本闯关提升8##[color=3A3A3A_size=24])#
40605,恩赐,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,5,500,0,500,0,50+100+150+200+250,100100*100,0,20,#[color=3A3A3A_size=24]占领建筑后，该建筑回复5##[color=3A3A3A_size=24]个兵##[color=3A3A3A_size=24](副本闯关提升10##[color=3A3A3A_size=24])#
40606,恩赐,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,6,600,0,600,0,50+100+150+200+250,100100*100,0,25,#[color=3A3A3A_size=24]占领建筑后，该建筑回复6##[color=3A3A3A_size=24]个兵##[color=3A3A3A_size=24](副本闯关提升12##[color=3A3A3A_size=24])#
40607,恩赐,ui/Icon3/chaofan.png,4,3,100,0,0,1,0,7,700,0,700,0,50+100+150+200+250,100100*100,0,30,#[color=3A3A3A_size=24]占领建筑后，该建筑回复7##[color=3A3A3A_size=24]个兵##[color=3A3A3A_size=24](副本闯关提升14##[color=3A3A3A_size=24])#
50101,战吼,ui/Icon3/chushimao_hong.png,5,4,6,1,0,1,1,1,200,0,100,0,0,100141*1,0,1,#[color=3A3A3A_size=24]每次获取士气增加1%##[color=3A3A3A_size=24](副本闯关增加2%##[color=3A3A3A_size=24])#
50102,战吼,ui/Icon3/chushimao_hong.png,5,4,6,1,0,1,1,2,400,0,200,0,0,100141*3,0,8,#[color=3A3A3A_size=24]每次获取士气增加2%##[color=3A3A3A_size=24](副本闯关增加4%##[color=3A3A3A_size=24])#
50103,战吼,ui/Icon3/chushimao_hong.png,5,4,6,1,0,1,1,3,600,0,300,0,0,100141*5,0,10,#[color=3A3A3A_size=24]每次获取士气增加3%##[color=3A3A3A_size=24](副本闯关增加6%##[color=3A3A3A_size=24])#
50104,战吼,ui/Icon3/chushimao_hong.png,5,4,6,1,0,1,1,4,800,0,400,0,0,100141*8,0,15,#[color=3A3A3A_size=24]每次获取士气增加4%##[color=3A3A3A_size=24](副本闯关增加8%##[color=3A3A3A_size=24])#
50105,战吼,ui/Icon3/chushimao_hong.png,5,4,6,1,0,1,1,5,1000,0,500,0,0,100141*12,0,20,#[color=3A3A3A_size=24]每次获取士气增加5%##[color=3A3A3A_size=24](副本闯关增加10%##[color=3A3A3A_size=24])#
50106,战吼,ui/Icon3/chushimao_hong.png,5,4,6,1,0,1,1,6,1200,0,600,0,0,100141*16,0,25,#[color=3A3A3A_size=24]每次获取士气增加6%##[color=3A3A3A_size=24](副本闯关增加12%##[color=3A3A3A_size=24])#
50107,战吼,ui/Icon3/chushimao_hong.png,5,4,6,1,0,1,1,7,1600,0,800,0,0,100141*24,0,30,#[color=3A3A3A_size=24]每次获取士气增加8%##[color=3A3A3A_size=24](副本闯关增加16%##[color=3A3A3A_size=24])#
50201,无敌,ui/Icon3/shu2.png,5,4,100,0,0,1,1,1,200,0,100,0,0,100142*2,0,1,#[color=3A3A3A_size=24]每次士气衰减减少1%##[color=3A3A3A_size=24](副本闯关提升2##[color=3A3A3A_size=24])#
50202,无敌,ui/Icon3/shu2.png,5,4,100,0,0,1,1,2,400,0,200,0,0,100142*6,0,8,#[color=3A3A3A_size=24]每次士气衰减减少2%##[color=3A3A3A_size=24](副本闯关提升4##[color=3A3A3A_size=24])#
50203,无敌,ui/Icon3/shu2.png,5,4,100,0,0,1,1,3,600,0,300,0,0,100142*10,0,10,#[color=3A3A3A_size=24]每次士气衰减减少3%##[color=3A3A3A_size=24](副本闯关提升6##[color=3A3A3A_size=24])#
50204,无敌,ui/Icon3/shu2.png,5,4,100,0,0,1,1,4,800,0,400,0,0,100142*16,0,15,#[color=3A3A3A_size=24]每次士气衰减减少4%##[color=3A3A3A_size=24](副本闯关提升8##[color=3A3A3A_size=24])#
50205,无敌,ui/Icon3/shu2.png,5,4,100,0,0,1,1,5,1000,0,500,0,0,100142*24,0,20,#[color=3A3A3A_size=24]每次士气衰减减少5%##[color=3A3A3A_size=24](副本闯关提升10##[color=3A3A3A_size=24])#
50206,无敌,ui/Icon3/shu2.png,5,4,100,0,0,1,1,6,1200,0,600,0,0,100142*32,0,25,#[color=3A3A3A_size=24]每次士气衰减减少6%##[color=3A3A3A_size=24](副本闯关提升12##[color=3A3A3A_size=24])#
50207,无敌,ui/Icon3/shu2.png,5,4,100,0,0,1,1,7,1600,0,800,0,0,100142*48,0,30,#[color=3A3A3A_size=24]每次士气衰减减少8%##[color=3A3A3A_size=24](副本闯关提升16##[color=3A3A3A_size=24])#
50301,奥秘,ui/Icon3/shu3.png,5,4,100,0,0,1,1,1,200,20,100,20,0,100143*3,0,1,#[color=3A3A3A_size=24]每20秒获得1##[color=3A3A3A_size=24]点士气##[color=3A3A3A_size=24](副本闯关提升2##[color=3A3A3A_size=24])#
50302,奥秘,ui/Icon3/shu3.png,5,4,100,0,0,1,1,2,400,20,200,20,0,100143*9,0,8,#[color=3A3A3A_size=24]每20秒获得2##[color=3A3A3A_size=24]点士气##[color=3A3A3A_size=24](副本闯关提升4##[color=3A3A3A_size=24])#
50303,奥秘,ui/Icon3/shu3.png,5,4,100,0,0,1,1,3,600,20,300,20,0,100143*15,0,10,#[color=3A3A3A_size=24]每20秒获得3##[color=3A3A3A_size=24]点士气##[color=3A3A3A_size=24](副本闯关提升6##[color=3A3A3A_size=24])#
50304,奥秘,ui/Icon3/shu3.png,5,4,100,0,0,1,1,4,800,20,400,20,0,100143*24,0,15,#[color=3A3A3A_size=24]每20秒获得4##[color=3A3A3A_size=24]点士气##[color=3A3A3A_size=24](副本闯关提升8##[color=3A3A3A_size=24])#
50305,奥秘,ui/Icon3/shu3.png,5,4,100,0,0,1,1,5,1000,20,500,20,0,100143*36,0,20,#[color=3A3A3A_size=24]每20秒获得5##[color=3A3A3A_size=24]点士气##[color=3A3A3A_size=24](副本闯关提升10##[color=3A3A3A_size=24])#
50306,奥秘,ui/Icon3/shu3.png,5,4,100,0,0,1,1,6,1200,20,600,20,0,100143*48,0,25,#[color=3A3A3A_size=24]每20秒获得6##[color=3A3A3A_size=24]点士气##[color=3A3A3A_size=24](副本闯关提升12##[color=3A3A3A_size=24])#
50307,奥秘,ui/Icon3/shu3.png,5,4,100,0,0,1,1,7,1400,20,700,20,0,100143*72,0,30,#[color=3A3A3A_size=24]每20秒获得7##[color=3A3A3A_size=24]点士气##[color=3A3A3A_size=24](副本闯关提升14##[color=3A3A3A_size=24])#
