id,name,score,skinData,assitData,glyphsData,icon,winCount,rate,realScore
2247,露丝伍利,1813,4,102002;2,10201;10304;10403;20106;20201;20301;40102;40302;40407,6,0,47,1713
2248,莎拉姬尔,1892,4,102002;2,10203;10303;10402;20102;20202;20301;20404;40103;40204;40304;40402,11,1,32,1792
2249,蕾西吉本,1810,3,102002;2,10102;10303;10402;20105;20204;20402;40202;40305;40405,13,1,25,1710
2250,旺达玛米,1832,1,102002;2,10104;10203;10304;10403;20103;20202;20302;20404;40104;40204,17,0,27,1732
2251,尼娜史迪威,1849,1,102002;2,10103;10401;20103;20201;20302;40104;40305;40405,12,2,29,1749
2252,艾达库珀,1884,3,102002;2,10104;10205;10303;20106;20202;20402;40103;40202;40301;40402,9,3,46,1784
2253,艾莉科南,1833,2,102002;2,10102;20106;20204;20304;20404;40101;40204;40306,6,2,28,1733
2254,朱迪基茨,1858,1,102002;2,10101;10205;10302;20105;20201;20301;20402;40204;40301;40406,2,2,22,1758
2255,绮莉斯潘塞,1882,2,102002;2,10104;10201;10301;20105;20203;20301;20402;40104;40204;40301;40404,5,1,37,1782
2256,雪莉托尼,1804,3,102002;2,10102;10201;10303;10402;20102;20403;40103;40202;40304;40406,9,2,29,1704
2257,凯茜芬克,1850,2,102002;2,10101;10202;10302;10403;20101;20201;20303;20402;40101;40303;40407,18,1,32,1750
2258,凯莉米莉,1850,4,102002;2,10106;10304;10401;20106;20204;20303;40101;40202;40305,7,1,40,1750
2259,紸锭安德森,1817,3,102002;2,10106;10202;10305;20304;20401;40202;40305;40405,2,0,34,1717
2260,兰特丽贝卡,1893,2,102002;2,10201;10303;10403;20101;20201;20304;20403;40201;40304;40405,2,1,20,1793
2261,埃莉瓦格纳,1807,4,101001;2,10105;10202;10305;10401;20104;20201;20304;40102;40306,13,1,45,1707
2262,艾达波莉,1862,1,101001;2,10105;10202;10304;10401;20102;20201;40103;40302;40405,2,3,24,1762
2263,I-默里,1899,3,101001;2,10101;10205;10303;10403;20106;20301;40102;40203;40305;40401,3,3,25,1799
2264,安东卡萝,1849,2,101001;2,10101;10202;10303;10403;20102;20202;20301;20401;40103;40301;40407,16,3,23,1749
2265,堂娜阿丽丝,1856,3,101001;2,10103;10306;10401;20201;20303;20404;40104;40201;40306;40401,3,1,31,1756
2266,殇づ美洛蒂,1821,2,101001;2,10105;10203;10304;10401;20401;40101;40201;40305;40405,1,0,47,1721
2267,艾维法拉第,1809,5,101001;2,10102;10203;10302;10403;20104;20402;40101;40407,5,3,39,1709
2268,安妮伯恩,1849,4,101001;2,10104;10205;10305;10401;20102;20202;20301;20404;40103;40203,13,2,40,1749
2269,朱娅贾尔斯,1892,4,101001;2,10101;10203;10305;20106;20202;20302;20403;40102;40201;40304;40401,15,3,41,1792
2270,爱丽贝尔,1825,3,101001;2,10101;10201;10301;10402;20102;20304;40102;40202;40305;40407,13,2,29,1725
2271,辛特温,1811,5,101001;2,10103;10205;10302;10402;20104;20202;20304;20403;40101;40203;40305,12,0,32,1711
2272,蒂妮摩顿,1876,4,101001;2,10202;10306;10401;20106;20201;20402;40103;40302;40407,11,3,38,1776
2273,乔林斯蒂芬,1844,3,101001;2,10105;10201;10306;10402;20101;20301;20404;40101;40301;40406,3,3,23,1744
2274,玛蒂安德森,1802,1,101001;2,10105;10204;10301;10401;20106;20202;20301;20404;40102;40203;40306,2,2,44,1702
2275,萨布麦当劳,1857,2,101001;2,10102;10202;10304;20102;20204;20303;40204;40405,18,1,30,1757
2276,双子雷诺兹,1872,2,101001;2,10102;10201;10303;10401;20105;20202;20301;20402;40102;40202;40301;40407,18,2,45,1772
2277,贝拉埃利诺,1865,2,101001;2,10101;10204;10303;20103;20204;20301;40101;40204;40304;40405,18,0,43,1765
2278,达茜霍华德,1846,3,101001;2,10106;10202;10304;20103;20203;20304;40201;40303;40404,5,2,23,1746
2279,伊莱琼斯,1861,5,101001;2,10104;10203;10304;10403;20302;20404;40101;40201;40306;40402,14,0,44,1761
2280,S-贺拉斯,1816,4,101001;2,10101;10203;10305;10402;20204;20302;20401;40103;40407,10,1,30,1716
2281,阿达劳埃德,1810,5,101001;2,10101;10202;10301;20103;20203;20303;20402;40101;40202;40306;40406,9,2,34,1710
2282,斯多理嘉图,1829,4,101001;2,10101;10203;10302;10402;20104;20201;20304;20402;40104;40201;40406,11,0,37,1729
2283,莉雅怀特海,1869,5,101001;2,10105;10204;10303;20304;20403;40203;40301;40407,7,2,43,1769
2284,蜜拉u,1867,1,101001;2,10101;10203;10301;20106;20201;20301;20401;40204;40301;40405,3,0,48,1767
2285,玛姬塞琳娜,1834,4,101001;2,10104;10203;10301;10402;20104;20402;40104;40203;40407,4,2,38,1734
2286,爱丽谢立丹,1854,1,101001;2,10101;10304;10402;20106;20201;20402;40201;40301;40407,8,0,41,1754
2287,贝芙林塞,1892,2,101001;2,10102;10201;10306;10401;20105;20204;20301;20402;40101;40202;40301;40404,11,0,31,1792
2288,柏塔普里策,1867,1,101001;2,10103;10204;10304;20101;20203;20304;20403;40103;40301;40404,18,1,47,1767
2289,詹米坦尼森,1854,1,101001;2,10106;10202;10303;10402;20102;20202;20301;20404;40102;40203;40304,15,3,31,1754
2290,瑞娅爱略特,1875,4,101001;2,10102;10205;10306;10402;20302;20404;40104;40204;40302,9,3,48,1775
2291,布莱劳森,1882,1,101001;2,10203;10305;10403;20105;20201;20302;20402;40102;40204;40301;40402,7,1,26,1782
2292,克莉索菲,1814,1,101001;2,10205;10304;10403;20103;20202;20304;20404;40104;40303,13,0,38,1714
2293,柏莎贝西,1897,5,101001;2,10101;10201;10305;20103;20202;20302;20402;40101;40201;40303;40407,13,0,31,1797
2294,莎莉亨利,1872,4,101001;2,10106;10204;10304;10401;20102;20204;20301;20401;40204;40305,2,2,28,1772
2295,凯瑟e,1889,3,101001;2,10103;10301;10403;20103;20201;20402;40103;40201;40301;40405,7,0,39,1789
2296,丝汀伯蒂,1846,5,101001;2,10103;10205;10401;20105;20301;20401;40203;40405,7,0,21,1746
2297,莉娜凯恩斯,1884,1,101001;2,10106;10202;10304;10401;20104;20203;20304;40101;40306,5,2,28,1784
2298,坦丝哈灵顿,1803,1,101001;2,10101;10201;10401;20203;20401;40104;40202;40303;40407,2,3,22,1703
2299,伊莎怀阿特,1812,3,101001;2,10104;10201;10306;20202;20303;20404;40101;40201;40301;40407,12,1,24,1712
2300,布蓝腊斯克,1807,1,101001;2,10104;10204;10304;10402;20101;20202;20302;20402;40101;40305;40403,12,2,40,1707
2301,菲丽简,1829,3,101001;3,10102;10203;10306;10401;20102;20304;20402;40204;40305;40401,13,1,33,1729
2302,琳玛米,1824,4,101001;3,10105;10203;10304;10402;20103;20201;20303;20402;40104;40306,15,3,44,1724
2303,蒂娜艾丽丝,1871,5,101001;3,10103;10203;10303;20105;20204;20301;20402;40102;40203;40305,16,1,45,1771
2304,夏洛托兰,1875,1,101001;3,10102;10202;10304;10402;20101;20204;20301;20401;40102;40301;40406,6,2,22,1775
2305,伊薇艾比,1816,4,101001;3,10104;10204;10304;10403;20202;20301;20403;40102;40304;40403,10,3,28,1716
2306,M-悉尼,1851,5,101001;3,10105;10202;10304;20104;20204;20301;20403;40202;40305,16,1,28,1751
2307,克莱邓洛普,1821,3,101001;3,10105;10201;10402;20103;20204;20304;20402;40102;40305;40402,9,0,27,1721
2308,C-格瑞丝,1836,4,101001;3,10104;10205;10303;20103;20202;20304;20402;40104;40204,8,1,41,1736
2309,安妮美洛蒂,1831,5,101001;3,10103;10302;10402;20203;20303;20403;40203;40301;40405,14,3,46,1731
2310,莎莉刘易士,1811,4,101001;3,10104;10202;10303;20105;20202;20302;40104;40303;40405,13,1,26,1711
2311,卡特阿曼达,1889,1,101001;3,10106;10203;10305;10403;20103;20201;20303;40104;40203,14,0,35,1789
2312,凯琳怀特海,1821,5,101001;3,10101;10301;10402;20101;20304;20404;40101;40306;40406,16,1,24,1721
2313,莎伦芬克,1860,4,101001;3,10103;10202;10303;10402;20104;20202;20303;40103;40202;40305;40401,15,3,37,1760
2314,艾丝休谟,1893,2,101001;3,10201;10306;10401;20106;20204;20304;20404;40101;40202;40304,10,3,46,1793
2315,洛克辛普森,1881,4,101001;3,10106;10203;10302;10401;20106;20203;20302;20401;40101;40304;40401,2,1,43,1781
2316,卡伯恩,1895,2,101001;3,10102;10201;10303;20103;20201;20302;20404;40101;40201;40303;40405,3,2,48,1795
2317,卡特凯尔文,1896,5,101001;3,10101;10205;10305;10402;20103;20201;20301;20404;40103;40301;40404,5,2,36,1796
2318,南茜温蒂,1832,1,101001;3,10105;10205;10303;10401;20106;20201;20303;20403;40101;40204,5,1,34,1732
2319,伊温卡门,1857,3,101001;3,10106;10203;10302;10402;20301;20404;40101;40202;40302;40407,2,0,41,1757
2320,奥琳汤姆森,1871,1,101001;3,10101;10204;10303;10401;20105;20203;20304;20402;40104;40305,15,2,27,1771
2321,卡洛维姬,1856,3,101001;3,10205;10302;10402;20201;20302;20402;40101;40201;40305;40407,17,2,41,1756
2322,西丝马洛里,1866,4,101001;3,10104;10204;10301;20104;20203;20303;20404;40103;40202;40302,10,3,31,1766
2323,朱蒂-d,1890,4,101001;3,10105;10202;10304;20105;20204;20304;20403;40203,7,2,37,1790
2324,艾米梅格,1879,2,101001;3,10203;10302;10402;20104;20402;40203;40306;40406,4,1,28,1779
2325,布蓝雪丽,1852,1,101001;3,10201;10306;20101;20204;20301;20403;40101;40204;40407,18,1,43,1752
2326,莉迪艾迪生,1875,2,101001;3,10106;10205;10301;10403;20104;20202;20302;20404;40101;40304,9,3,27,1775
2327,特尔邓肯,1858,2,101001;3,10105;10201;10301;20106;20201;20304;20402;40103;40301;40406,11,2,42,1758
2328,安德格罗特,1834,1,102002;3,10105;10402;20102;20202;20304;40103;40204;40304;40404,18,1,48,1734
2329,D罗伯特,1864,3,102002;3,10104;10202;10306;10402;20102;20303;40201;40406,8,2,49,1764
2330,杰卡b,1831,4,102002;3,10303;10403;20105;20204;20302;40102;40202;40407,3,3,41,1731
2331,西丝谢里登,1854,1,102002;3,10106;10204;10301;20202;20303;20403;40204;40305;40402,1,0,25,1754
2332,基蒂帕尔默,1857,5,102002;3,10104;10204;10303;10401;20102;20202;20304;20404;40103;40305,15,0,21,1757
2333,塔娅迪福,1892,2,102002;3,10105;10202;10306;10402;20104;20204;20402;40204;40302,6,1,23,1792
2334,莫尼-y,1820,2,102002;3,10101;10203;10301;10403;20106;20202;20304;20404;40104;40302,16,3,37,1720
2335,德洛奥萝拉,1887,1,102002;3,10105;10201;10302;10403;20203;20302;20402;40201;40306;40405,1,3,42,1787
2336,艾莎耶茨,1816,3,102002;3,10101;10201;10304;10401;20106;20304;20402;40104;40303;40404,6,1,46,1716
2337,梅莎徊忆,1840,1,102002;3,10103;10204;10301;10401;20105;20201;20302;20404;40104;40203;40302,18,3,33,1740
2338,格塔阿曼达,1886,5,102002;3,10103;10205;10304;10402;20106;20203;20303;40201;40304,6,1,36,1786
2339,克里海伍德,1840,5,102002;3,10102;10204;10303;10401;20103;20402;40104;40202;40304;40405,15,2,36,1740
2340,琼斯埃兰娜,1850,5,102002;3,10202;10306;10402;20203;20402;40302;40406,16,0,24,1750
2341,阿特马奇,1831,5,102002;3,10106;10203;20201;20301;20403;40101;40203;40303;40405,8,3,41,1731
2342,芬妮萨拉,1848,4,102002;3,10104;10203;10304;10403;20101;20203;20301;20402;40101;40203;40405,4,1,44,1748
2343,碧丝n,1828,3,102002;3,10103;10204;10306;10403;20101;20204;20303;20402;40102;40203,2,2,23,1728
2344,利亚斯,1813,3,102002;3,10103;10203;10306;10402;20102;20202;20402;40101;40204;40405,1,3,42,1713
2345,塞尔坦普尔,1881,4,102002;3,10103;10301;10403;20105;20202;20303;40104;40302;40407,13,0,34,1781
2346,爱莎莱瑞拉,1833,2,102002;3,10103;10202;10305;10402;20404;40101;40306;40407,11,1,21,1733
2347,莫尼-n,1858,3,102002;3,10106;10203;10303;10401;20106;20203;20304;20402;40101;40204,15,3,38,1758
2348,艾维蒲柏,1802,3,102002;3,10105;10403;20105;20203;20302;20404;40204;40305,11,2,26,1702
2349,蕾西罗瑟琳,1896,1,102002;3,10104;20201;20301;40102;40204;40301;40405,1,2,34,1796
2350,白羊罗塞蒂,1899,1,102002;3,10202;10306;10403;20106;20202;20304;20404;40103,18,3,22,1799
2351,艾米伍德,1878,2,102002;3,10106;10202;20104;20203;20304;20403;40103;40201;40303;40401,6,2,39,1778
2352,薇迪尤尔,1827,3,102002;3,10102;10204;10304;10401;20105;20201;20302;20403;40201;40305;40402,17,2,27,1727
2353,克辛玛拉基,1841,3,102002;3,10103;10204;10305;20103;20201;20302;20402;40102;40203;40303;40402,2,3,40,1741
2354,克劳莉兹,1809,5,102002;3,10103;10202;10303;20105;20201;20304;20404;40301;40407,5,1,33,1709
2355,娜莎马伦,1820,4,102002;3,10102;10302;10403;20102;20201;20404;40102;40301;40407,7,1,45,1720
2356,A-赫莉,1898,4,101001;2,10105;10204;10302;10403;20202;20404;40102;40202;40303;40403,10,2,33,1798
2357,洛蒂、安静,1858,4,101001;2,10104;10201;10402;20104;20203;20304;20402;40101;40301;40407,8,1,32,1758
2358,基塔乔治,1803,1,101001;2,10105;10202;10306;10401;20105;20204;20404;40304,11,1,45,1703
2359,琼斯美洛蒂,1825,2,101001;2,10201;10403;20104;40102;40202;40305;40406,9,2,22,1725
2360,艾丝牛顿,1830,5,101001;2,10104;10202;10304;10403;20201;20302;20403;40103;40302;40406,16,3,42,1730
2361,凯瑟k,1895,3,101001;2,10105;10203;10305;10403;20101;20203;40102;40305;40403,8,0,32,1795
2362,O娜拉,1864,5,101001;2,10102;10201;10304;20105;20204;20304;20401;40203;40303;40403,17,0,40,1764
2363,奥尔曼迪,1823,4,101001;2,10305;10403;20105;20204;20304;20404;40103;40301;40401,16,2,27,1723
2364,特尔∨蕝式、,1895,1,101001;2,10102;10302;10403;20106;20203;20301;20404;40103;40201;40304;40401,15,3,36,1795
2365,可妮温蒂,1803,5,101001;2,10102;10204;10301;10402;20101;20201;20302;40103;40301;40407,7,1,49,1703
2366,萨莎梅琳达,1807,4,101001;2,10103;10204;10301;10401;20102;20401;40102;40201;40304;40406,17,2,36,1707
2367,柯拉莫琳,1805,1,101001;2,10106;10204;10305;10403;20101;20203;20404;40202;40301;40401,4,2,36,1705
2368,夏洛哈灵顿,1886,5,101001;2,10104;10205;10402;20101;20201;20301;20404;40103;40203;40406,7,3,31,1786
2369,薇罗布,1896,4,101001;2,10104;10205;10304;10402;20106;20201;20301;40101;40201;40302;40403,10,3,31,1796
2370,维亚沃利斯,1805,2,101001;2,10202;10303;20102;20204;40102;40202;40304;40405,13,3,29,1705
2371,奥莉蒂娜,1900,4,101001;2,10106;10205;10302;10401;20101;20201;20303;20401;40303;40407,18,3,41,1800
2372,海娜安妮,1893,2,101001;2,10201;10302;10403;20104;20204;20304;20402;40202;40302;40406,11,2,23,1793
2373,X-波琳,1855,1,101001;2,10204;10305;10402;20105;20304;20401;40104;40303;40402,18,1,35,1755
2374,蕶喥-w,1818,1,101001;2,10102;10203;10303;10402;20102;20204;20304;20403;40202;40303;40402,4,3,21,1718
2375,波莉布赖恩,1829,3,101001;2,10202;10304;10402;20104;20201;20404;40102;40204;40305;40402,11,2,28,1729
2376,堂娜莫里斯,1811,3,101001;2,10101;10205;10304;10402;20101;20202;20301;20402;40103;40204;40301;40404,12,2,47,1711
2377,科特艾琳娜,1887,3,101001;2,10102;10203;10302;20103;20202;20303;20401;40204;40407,5,0,40,1787
2378,邦妮托马斯,1882,5,101001;2,10106;10205;10401;20101;20202;20302;20403;40102;40204;40303;40401,17,2,25,1782
2379,处女凯里,1841,3,101001;2,10102;10203;10302;10402;20104;20204;20303;20403;40101;40306,16,1,38,1741
2380,瑞丝-x,1802,4,101001;2,10103;10202;10401;20103;20204;20302;20404;40305;40406,18,3,25,1702
2381,娜康拉德,1890,2,101001;2,10106;10205;10306;10401;20103;20202;20302;20404;40102,18,3,49,1790
2382,西丝沃特斯,1881,1,101001;2,10106;10202;10304;20106;20201;20301;20403;40101;40204;40402,12,3,41,1781
2383,希拉杰罗姆,1878,1,101001;2,10106;10205;10401;20102;20203;20303;20401;40104;40405,12,3,26,1778
2384,切西奥卡西,1853,3,101001;2,10106;10205;10304;10401;20106;20202;20303;20401;40101;40204,15,0,30,1753
2385,贝琳凡勃伦,1883,4,101001;2,10106;10202;10302;20106;20304;20402;40104;40203;40301,10,0,32,1783
2386,科拉艾登,1898,2,101001;2,10101;10204;10306;10402;20106;20303;20401;40102;40303;40402,15,0,48,1798
2387,凯茜凯丝,1853,4,101001;2,10103;10204;10301;10402;20103;20202;20304;20404;40102;40203;40301;40401,9,1,33,1753
2388,克劳诺厄,1898,5,101001;2,10102;10205;10401;20103;20201;20303;20402;40101;40304;40407,3,2,45,1798
2389,E蒙德,1864,4,102002;2,10101;10306;20105;20204;40202;40302;40406,14,2,36,1764
2390,弗达卡罗琳,1817,4,102002;2,10105;10302;10403;20103;20202;40103;40305;40407,3,0,34,1717
2391,J怀亚特,1824,5,102002;2,10105;10202;10306;10401;20106;20201;20304;20402;40101;40204,4,0,23,1724
2392,艾丝切尔西,1823,5,102002;2,10103;10201;10306;10403;20104;20204;20401;40103;40405,1,1,22,1723
2393,波琳布兰奇,1863,2,102002;2,10102;10201;10301;10403;20202;20301;20403;40103;40204;40304;40406,13,0,31,1763
2394,艾丝特莉萨,1897,5,102002;2,10105;10203;10301;10402;20104;20203;20401;40104;40203;40404,12,1,47,1797
2395,卡劳埃德,1854,1,102002;2,10101;10202;10302;10403;20105;20204;20304;20403;40101;40203;40306,6,3,41,1754
2396,娜蒂娜,1851,2,102002;2,10105;10204;10306;10403;20302;20403;40101;40202;40304,11,3,32,1751
2397,丝汀贝尔,1831,2,102002;2,10106;10304;20104;20204;20302;20403;40102;40202;40303,16,3,42,1731
2398,芙拉瓦伦丁,1841,4,102002;2,10101;10203;20105;20201;20304;20401;40104;40202;40302;40407,9,1,32,1741
2399,桑迪黛博拉,1897,4,102002;2,10102;20202;20404;40103;40201;40305;40406,14,2,41,1797
2400,莎伦索尔,1891,3,102002;2,10103;10201;10305;10402;20106;20203;20402;40103;40302;40403,15,3,42,1791
2401,阿比戈尔德,1823,1,102002;2,10105;10204;10304;20104;20202;20304;20401;40201;40405,14,2,49,1723
2402,阿达布赖恩,1873,1,102002;2,10106;10304;10402;20103;20201;20303;20404;40102;40202;40301;40402,10,3,29,1773
2403,埃莉帕尔默,1816,2,102002;2,10103;10204;10305;10403;20104;20301;40104;40202;40301;40403,15,1,39,1716
2404,R-夏洛蒂,1898,3,102002;2,10104;10204;10306;10402;20102;20202;20401;40102;40202;40303;40402,13,1,20,1798
2405,卡特徊忆,1804,3,102002;2,10105;10203;10302;10402;20105;20204;20303;20404;40203,8,1,20,1704
2406,克劳马尔兹,1850,5,102002;2,10105;10201;10304;20102;20203;40104;40203;40405,6,0,41,1750
2407,黛比希克斯,1832,4,102002;2,10106;10201;10303;10401;20102;20201;20303;20401;40103;40203;40306,7,2,22,1732
2408,莱德阿姆斯,1857,5,102002;2,10204;10301;20104;20204;20303;40104;40202;40305;40403,15,0,36,1757
2409,莉莲里德,1829,2,102002;2,10103;10203;10302;10402;20103;40201;40304;40405,16,1,34,1729
2410,姬尔塞琳娜,1843,3,102002;2,10103;10203;10401;20104;20204;20302;20404;40104;40201;40306,10,0,29,1743
2411,妮可梅莉,1820,3,102002;2,10204;10304;10402;20101;20301;20402;40202;40305;40407,18,1,32,1720
2412,切莉霍雷肖,1844,4,102002;2,10106;10203;10303;10402;20101;20204;20303;20404;40104,3,1,26,1744
2413,奥莉克拉拉,1831,3,102002;2,10105;10205;10302;10402;20304;20402;40102;40202;40305;40401,17,2,35,1731
2414,百丽杰西,1802,3,102002;2,10205;10306;10401;20101;20201;20302;20404;40103;40203;40306,17,2,29,1702
2415,丽贝焦尔,1810,5,102002;2,10106;10204;10302;10403;20101;20302;40201;40301;40405,11,3,35,1710
2416,莉雅琼,1839,2,102002;2,10106;10204;10304;20104;20201;20304;20404;40102;40201,17,2,37,1739
2417,维丝克罗宁,1824,3,102002;2,10102;10205;10302;20104;20303;20401;40104;40201;40302;40406,6,1,33,1724
2418,V芭芭拉,1815,4,102002;2,10102;10202;10401;20105;20203;20402;40203;40301;40405,18,0,46,1715
2419,朱恩帕梅拉,1805,4,102002;2,10103;10205;20106;20201;20404;40203;40304;40404,10,1,34,1705
2420,黛米r,1873,4,102002;2,10202;10306;10401;20104;20202;20401;40104;40203;40306;40401,8,1,35,1773
2421,凯罗爱伦,1890,1,101001;2,10105;10201;10306;10402;20105;20202;20303;20403;40102;40202,12,3,39,1790
2422,玛丽南茜,1814,2,101001;2,10101;10201;10303;20105;20201;20304;20403;40104;40201;40301;40406,13,2,32,1714
2423,坎蒂希尔,1808,5,101001;2,10103;10204;10304;20102;20204;20304;20403;40102;40201;40403,5,1,29,1708
2424,艾莉b,1839,4,101001;2,10106;10202;10401;20105;20203;40102;40301;40407,7,1,48,1739
2425,艾玛威尔,1868,1,101001;2,10101;10202;10301;10403;20103;20304;20401;40101;40203;40303;40406,2,3,34,1768
2426,卡洛加西亚,1835,2,101001;2,10106;10205;10303;20106;20304;20403;40102;40204,15,0,29,1735
2427,尼娜-v,1896,2,101001;2,10101;10401;20101;20204;20304;20402;40104;40203;40304;40406,7,1,43,1796
2428,基蒂梅琳达,1841,2,101001;2,10102;10204;10306;10402;20106;20403;40301;40406,9,1,30,1741
2429,海娜索尼亚,1808,5,101001;2,10105;10203;10402;20104;20204;20402;40101;40201;40302;40406,17,0,22,1708
2430,莳鞝琼森,1822,5,101001;2,10101;10205;10301;10402;20304;40101;40201;40305;40406,9,1,44,1722
2431,多琳莫尔顿,1808,5,101001;2,10106;10202;10302;20106;20301;20402;40304;40407,6,1,30,1708
2432,坦丝罗斯金,1872,1,101001;2,10102;10204;10303;10401;20106;20304;20402;40204;40303;40401,12,3,31,1772
2433,桑迪劳埃德,1853,4,101001;2,10205;10305;10401;20102;20204;40201;40306;40406,10,3,32,1753
2434,塔茜劳埃德,1859,3,101001;2,10106;10201;10305;10402;20106;20202;20404;40101;40204,12,0,45,1759
2435,特莉伊妮德,1853,5,101001;2,10101;10201;10305;10401;20203;20304;40303;40405,7,0,44,1753
2436,詹妮凯洛格,1860,4,101001;2,10101;10201;10303;10403;20101;20201;20303;20404;40103;40201;40303;40406,9,3,42,1760
2437,坎蒂海蒂,1868,5,101001;2,10101;10202;10302;20102;20201;20304;20402;40103;40301;40405,11,2,32,1768
2438,德拉朱莉,1866,1,101001;2,10203;10303;10401;20101;20202;20302;40204;40301;40406,11,0,27,1766
2439,巨蟹托尼,1809,5,101001;2,10104;10203;10305;10402;20106;20303;20404;40103,14,0,23,1709
2440,凯莉y,1893,2,101001;2,10104;10203;10402;20203;20302;20404;40103;40202;40301;40406,17,0,21,1793
2441,梅莎马伦,1814,3,101001;2,10106;10205;10306;10402;20103;20204;20302;20402,3,3,23,1714
2442,克莉卡瑞娜,1829,4,101001;2,10101;10204;10306;10401;20102;20304;20401;40203;40302;40406,6,0,29,1729
2443,薇安托比,1850,2,101001;2,10103;10402;20204;20304;20401;40103;40204;40303;40406,7,3,40,1750
2444,艾莉贝丝,1883,5,101001;2,10201;10302;10401;20106;20203;20304;20402;40104;40202;40306,1,3,49,1783
2445,安德哈尔,1800,5,101001;2,10106;10203;10304;10403;20201;20301;20404;40103;40202;40303,4,2,30,1700
2446,凯琳贝洛克,1865,1,101001;2,10102;10202;20105;20202;20302;20403;40103;40201;40405,12,2,33,1765
2447,笆弗里达,1874,3,101001;2,10103;10202;10302;20106;20203;20301;20404;40104;40202;40302;40401,15,3,20,1774
2448,W-摩利,1869,4,101001;2,10106;10205;10403;20106;20201;20301;20404;40302;40402,18,0,21,1769
2449,瑞娜黛布拉,1843,1,101001;2,10105;10202;10305;10402;20101;20201;20304;20403;40103;40201;40403,15,3,20,1743
2450,H-、安静,1862,4,101001;2,10104;10203;10301;10401;20101;20303;20404;40104;40301;40407,4,1,45,1762
2451,艾维休士,1870,3,101001;2,10104;10203;10301;10401;20102;20204;20303;20402;40104;40201;40405,4,1,23,1770
2452,尼娜雷思,1852,1,101001;2,10103;10201;10304;10402;20104;20302;40102;40306;40406,8,2,39,1752
2453,梅莎卢修斯,1870,3,101001;2,10102;10201;10301;10401;20204;20303;20402;40101;40203;40306;40406,5,1,34,1770
2454,H-露丝,1806,2,101001;2,10102;20106;20203;20304;20402;40101;40204;40303;40405,17,2,47,1706
2455,芬妮卢克,1839,4,101001;2,10106;10202;10306;10401;20101;20204;20403;40102;40204;40303,6,2,46,1739
2456,克里伯莎,1888,3,101001;2,10101;10204;10304;20202;20403;40201;40407,9,3,32,1788
2457,丽阿瑟,1865,5,101001;2,10103;10301;10402;20103;20303;20402;40104;40202;40304;40406,9,2,36,1765
2458,丽塔艾狄生,1824,1,101001;2,10106;10203;10302;10403;20105;20202;20304;20404;40104,3,3,39,1724
2459,艾丝l,1867,3,101001;2,10103;10204;10303;10402;20101;20203;20301;20403;40306;40404,13,3,35,1767
2460,卡凯莉,1827,2,101001;2,10204;10303;20105;20302;40101;40201;40305;40405,15,0,38,1727
2461,X-霍普金,1805,4,101001;3,10105;10205;20106;20201;20301;20402;40202;40306;40402,15,0,34,1705
2462,琳刘易斯,1804,1,101001;3,10306;10403;20101;20203;20304;20401;40104;40204;40303;40401,9,1,43,1704
2463,利亚莫尔,1800,5,101001;3,10106;10202;10301;10403;20203;20301;40203;40304;40407,1,3,27,1700
2464,艾琳玛莎,1882,4,101001;3,10102;10205;10403;20105;20201;20302;20404;40202;40304;40402,7,0,34,1782
2465,南茜伊夫,1834,4,101001;3,10102;10301;10402;20102;20204;20302;20402;40103;40305;40407,9,2,45,1734
2466,瑞娜肯尼迪,1814,4,101001;3,10101;10205;10403;20105;20303;20403;40102;40203;40306,12,0,24,1714
2467,维娃哈罗德,1830,2,101001;3,10104;10204;10302;20102;20203;20302;20404;40101;40201;40305;40402,7,2,20,1730
2468,菲丽格瑞塔,1863,2,101001;3,10101;10203;10301;20105;20203;20304;20403;40101;40203;40303;40403,1,3,36,1763
2469,西尔丝塔茜,1855,3,101001;3,10305;10401;20203;20302;20404;40104;40202;40305;40404,18,1,23,1755
2470,艾丝布鲁斯,1820,5,101001;3,10205;10303;20103;20204;20404;40203;40305;40403,6,2,29,1720
2471,曼婷韦斯利,1861,4,101001;3,10105;10205;10401;20104;20202;20304;20404;40103;40202,15,1,35,1761
2472,布鲁奥尼尔,1814,3,101001;3,10106;10202;10301;10401;20201;20302;20401;40201;40303;40405,15,1,23,1714
2473,科拉吉本,1892,3,101001;3,10105;10203;10301;10402;20106;20201;20303;40103;40204;40402,13,1,43,1792
2474,维亚霍索恩,1857,4,101001;3,10106;10204;10301;10402;20104;20204;20302;20401;40103;40305,10,2,20,1757
2475,丝塔庞德,1844,3,101001;3,10105;10204;10305;10401;20203;20303;20404;40303;40402,12,2,25,1744
2476,艾丝琼,1891,2,101001;3,10101;10301;10401;20102;20403;40101;40201;40304;40407,11,2,35,1791
2477,莰蒂芬恩,1872,4,101001;3,10103;10201;10303;10401;20104;20204;20301;20404;40104;40201;40305,9,0,31,1772
2478,克劳彼得,1887,3,101001;3,10101;10202;10305;10402;20105;20203;20303;20401;40101;40204;40306,15,0,23,1787
2479,温蒂惠特,1894,5,101001;3,10106;10201;10302;10402;20105;20203;20301;20404;40305;40401,16,3,34,1794
2480,阿蜜蒂娜,1860,5,101001;3,10103;10202;10403;20102;20202;20403;40303;40407,8,2,28,1760
2481,盖萨罗扬,1854,4,101001;3,10104;10201;10301;10402;20102;20204;20301;20404;40101;40201;40301;40406,7,2,44,1754
