id,text,text2
30053,#[color=7f440c_size=30]近卫军的##[color=2e3192_size=30]孙悟空#：#[color=b7600e_size=24]俺老孙来也！看棒！#,
30054,#[color=7f440c_size=30]近卫军的##[color=2e3192_size=30]关羽#：#[color=b7600e_size=24]不用怕，看我的武圣军令！现在先攻打没被保护的野蛮人建筑吧#,
30055,#[color=7f440c_size=30]近卫军：##[color=b7600e_size=24]现在，一鼓作气，消灭##[color=ff0000_size=24]所有敌人##[color=b7600e_size=24]，##[color=ff0000_size=24]取得胜利！#,
30056,双击升级,
30100,1.美味排行榜只在活动结束统计排名。,
30101,2.胜利和连胜榜单每日结算一次排名。(每日24点刷新),
30102,3.奖励通过邮件发送给获奖玩家。,
30103,活动时间:%d月%d日-%d月%d日，刷新:%s,
30104,刷新:%d:%d:%d,
30105,星星x%d,
30106,胜利x%d,
30107,连胜x%d,
30108,星星,
30109,胜利,
30110,连胜,
30111,火精灵体验卡1天,
31030,你无法获取新的宝箱，仍要快速匹配对战吗？,
31031,解锁冷却:,
31032,是否花费%d钻石开启第%d个宝箱栏,
31033,天,
31034,小时,
31035,分钟,
31036,秒,
31037,解锁所需时间：,
31038,清除CD需要花费%d钻石，确认清除吗？,
31039,每隔%d小时可兑换一次连胜宝箱,
31040,快速匹配模式中连胜%d场可领取,
31041,等待时间,
31042,打开需连胜,
31043,打开,
31044,后免费,
31045,（剩余%d次）,
31046,折,
31047,将军/天赋碎片,
31048,宝箱解锁冷却完毕,
31049,快来免费开启宝箱吧！极品道具等着您！,
31050,免费高级神将等你来召唤！,
31051,稀有天赋材料，神将碎片应有尽有。,
31052,碎片,
32001,活动时间:%d月%d日~%d月%d日,
32002,兑换截止:%d月%d日,
32003,刷新时间:%02d:%02d,
32004,不再刷新,
32005,无限量,
32006,黄金盾牌已经失效，你已经连胜%d局，是否花费%d钻石修复黄金盾牌？,
32007,是否花费%d钻石购买该特惠物品？,
32101,移动速度+%d,
32102,攻击速度+%d,
32103,防御力+%d,
32105,产兵速度+%d,
32106,攻击力+%d,
32107,技能等级+%d,
32108,角色不可卸下,
32109,角色不可续时,
33000,建筑旁有绿色箭头时双击可升级,
33001,划屏出兵,
33002,合理使用道具获胜,
33003,点击对手头像查看他的天赋等级,
33004,兵营升级需要消耗小兵,
33005,兵营等级越高生存小兵速度越快,
33006,兵营只有特定关卡才可以升级5级,
33007,箭塔等级越高攻击速度越快,
33008,箭塔不是兵营，不会生产小兵,
33009,高阶箭塔可以选择升级分支,
33010,占领军备所会提升全军的攻击与建筑防御,
33011,最多只有4个军备所生效,
33012,超出先锋营驻兵上限的兵数会迅速减少,
33013,大火球的伤害是不分敌我的,
33014,冰风暴会冻结全体出征的军队,
33015,可以免费改名一次,
33016,凑齐星星开启新章节的冒险关卡,
33017,使用道具可以增加通关分数,
33018,记得领取通关星星宝箱,
33019,装备不同的角色会增强不同将军的能力,
33020,争霸赛是将实力相当的玩家匹配在一起对战,
33021,可以去【教学】里面重新回顾新手关卡,
33022,【教学】里面有关于战斗的详细规则,
33023,收集天赋材料，升级天赋,
33024,将军等级越高，技能越强大,
33025,可以提前完成明日的新人特训任务,
33026,开房可以邀请好友参加或者全服邀战,
33027,开房对战未开启不会扣除钻石或开房卡,
33028,每日任务完成越多奖励越好,
33029,记得在每天的美食时间领取体力补充,
35001,装备,
35002,卸下,
35003,更换,
35004,查看,
99020,#[color=b7600e_size=24]现在，让我们来##[color=ff0000_size=24]【认识建筑】#,
99030,#[color=b7600e_size=24]来看看##[color=ff0000_size=24]【实战技巧】##[color=b7600e_size=24]吧#,
99040,#[color=b7600e_size=24]让我们学习##[color=ff0000_size=24]【士气与打野】#,
99050,#[color=b7600e_size=24]来学习##[color=ff0000_size=24]【道具的使用】##[color=b7600e_size=24]吧#,
35100,当前已召唤次数,
35101,未达成,
35102,剩余时间：,
35103,今日已兑换,
35104,是否花费%d%s兑换？,
35105,等级,
35106,连胜%d，%d，%d场连胜可获得成长属性勋章,
35107,%d连胜获得,
36000,美食时间,
36001,每日签到,
36002,美食特训,
990101,关羽,
990102,鬼武者,
990103,野蛮人,
38001,#[color=aa231f_size=24]先围观他们互相伤害~#,
38002,#[color=aa231f_size=24]哼，坐山观虎斗！#,
