id,state,Behavior,Behavior2,Behavior3,Behavior4,Behavior5,time,text
210210,15#30,4#206003|206004#15,-1,-1,-1,-1,1,本建筑兵力达到30则屯兵至左侧据点
210211,15#40,4#206011|206012#30,-1,-1,-1,-1,1,本建筑兵力达到40则屯兵至右侧据点
210212,15#40,7#206003|206004|206004#100,-1,-1,-1,-1,1,本建筑兵足够后进攻据点1
210213,15#40,7#206009|206011|206012#100,-1,-1,-1,-1,1,本建筑兵足够后进攻据点2
210214,15#50,7#206006|206009#100,-1,-1,-1,-1,1,本建筑兵足够后进攻研究所1
210215,15#50,7#206006|206009#100,-1,-1,-1,-1,1,本建筑兵足够后进攻研究所2
210216,15#40,7#206003|206004|206005|206007#100,-1,-1,-1,-1,1,本建筑兵足够后进攻附近最少兵力建筑
210217,15#40,7#206008|206010|206011|206012#100,-1,-1,-1,-1,1,本建筑兵足够后进攻附近最少兵力建筑
210218,27#20#1#10:15#10,6#0#20,-1,-1,-1,-1,1,附近建筑派兵后兵力小于10则偷袭
210219,15#40:16#1#30#20#2,7#0#90,-1,-1,-1,-1,1,兵力足够后范围进攻1
210220,15#50:16#1#30#30#2,7#0#90,-1,-1,-1,-1,1,兵力足够后范围进攻2
210221,15#60:16#1#30#40#2,7#0#90,-1,-1,-1,-1,1,兵力足够后范围进攻3
210222,15#50:3#180,13#50,-1,-1,-1,-1,1,本建筑兵够10且附近友方建筑受到威胁则救援
210223,15#10:25#25#2#15,6#0#20,-1,-1,-1,-1,1,本建筑兵够10且附近友方建筑受到威胁则救援
210224,15#10:25#25#2#25:25#20#1#35,6#0#30,-1,-1,-1,-1,1,本建筑兵够10且附近友方建筑受到威胁则救援
210225,15#10:25#25#2#35:25#20#1#50,6#0#40,-1,-1,-1,-1,1,本建筑兵够10且附近友方建筑受到威胁则救援
210226,15#10:25#25#2#50,7#0#100,-1,-1,-1,-1,1,本建筑兵够10且附近友方建筑受到威胁则救援
220012,6#10,6#207002#18,-1,-1,-1,-1,1,建筑兵力达到40个且15格内敌方兵力少于30个则向友军调兵100%个
220014,15#10:13#10#10,7#207002#100,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到25%则调动50#25%兵支援友军
220015,2#100,7#207002#100,-1,-1,-1,-1,1,9格内存在中立建筑且建筑兵力达到30个则调动100%兵进攻敌军
220022,15#1,7#207006|207005#100,-1,-1,-1,-1,1,建筑兵力达到60个且15格内敌方兵力少于50个则调动100%兵进攻敌军
220032,15#30:6#17,7#207007#100,-1,-1,-1,-1,1,9格内敌方建筑大于0个且建筑兵力达到25%则调动100%兵进攻敌军
220033,15#10,7#207007#100,-1,-1,-1,-1,1,建筑兵力达到100%且建筑兵力达到60个则调动100%兵进攻敌军
220042,14:15#1,7#207007#100,-1,-1,-1,-1,1,10格内友军求援且建筑兵力达到25%则调动50#25%兵支援友军
220052,14:15#1,7#207006#100,-1,-1,-1,-1,1,建筑兵力达到60个且10格内敌方兵力少于30个则调动100%兵进攻敌军
220062,15#50:6#15,7#207010#100,-1,-1,-1,-1,1,建筑兵力达到100%且建筑兵力达到60个则调动100%兵进攻敌军
220063,2#100,7#207010#100,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到60个则调动50#60%兵支援友军
220072,15#40:10#9,11#2070171|2070172|2070173#100,-1,-1,-1,-1,1,9格内存在打野且建筑兵力达到35个则调动35个兵进攻敌军
220074,15#30:13#13#50,7#207004|207008#100,-1,-1,-1,-1,1,建筑兵力达到80个且己方建筑大于6则调动45%兵进攻敌军
220075,15#40,5#207008#100,-1,-1,-1,-1,1,建筑兵力达到80个则调动75个兵进攻敌军
220082,15#60:6#12,7#207011#100,-1,-1,-1,-1,1,50格内友军求援且建筑兵力达到60个则调动25#60%兵支援友军
220083,15#40,5#207011#100,-1,-1,-1,-1,1,建筑兵力达到45个且可升级则升级
220092,15#30:10#9,10#2070181|2070182|2070183#30,-1,-1,-1,-1,1,建筑兵力达到120个则调动100个兵进攻敌军
220093,15#1,5#207012#100,-1,-1,-1,-1,1,10格内敌方兵力大于10个且建筑兵力达到80个则调动100%兵进攻敌军
220102,15#40:1,3,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到60个则调动50#60%兵支援友军
220103,15#30:6#14:13#14#20,7#207015|207012|207009#100,-1,-1,-1,-1,1,10格内敌方兵力少于50个且建筑兵力达到100个则调动50%兵进攻敌军
220104,15#60,7#207015#50,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
220112,3#240,2,-1,-1,-1,-1,1,建筑兵力达到100%则向友军调兵50%个
220122,15#30:6#9,6#207014#30,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
220123,15#10,7#207015#100,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
220200,1,1,-1,-1,-1,-1,1,2大关第6关AI
220201,15#30:8#1#4,7#207005|27006|27007#80,-1,-1,-1,-1,1,攻击中立兵营1
220202,15#30:8#1#4,7#27006|27007|207010#80,-1,-1,-1,-1,1,攻击中立兵营2
220203,15#30:8#1#4,7#207008|207011|207012#80,-1,-1,-1,-1,1,攻击中立兵营3
220204,15#30:8#1#4,7#207013|207011|207012#80,-1,-1,-1,-1,1,攻击中立兵营4
220205,15#15,7#207009#80,-1,-1,-1,-1,1,抢夺研究所
220206,15#20,4#207009#15,-1,-1,-1,-1,1,研究所屯兵1
220207,8#2#9:15#30,7#207007|207010#80,-1,-1,-1,-1,1,路口屯兵
220208,15#30:16#1#16#30#2,7#0#90,-1,-1,-1,-1,1,攻击中间建筑
220209,15#50,7#207014|207004#90,-1,-1,-1,-1,1,攻击防御塔
220210,15#60,5#207014|207004#80,-1,-1,-1,-1,1,防御塔屯兵
220211,15#80,13#50,-1,-1,-1,-1,1,防御塔攻击兵少建筑
220212,15#30,13#20,-1,-1,-1,-1,1,深层建筑攻击兵少建筑
220213,15#40,4#207009#20,-1,-1,-1,-1,1,研究所屯兵2
220216,3#300,2,-1,-1,-1,-1,1,全军出击
230012,15#60:13#9#30,7#208005#100,-1,-1,-1,-1,1,建筑兵力达到80个且11格内敌方建筑大于1个则调动100%兵进攻敌军
230013,2#100:15#60,7#208005|208002#100,-1,-1,-1,-1,1,建筑兵力达到120个则调动100%兵进攻敌军
230021,5#15:2#25,9#50#25,-1,-1,-1,-1,1,己方建筑没有收到伤害则按兵不动
230023,15#40,6#208005#45,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
230024,15#60:13#15#30,7#208007#100,-1,-1,-1,-1,1,总兵力达到300则全军出击攻击最近单位
230025,2#100:15#60,7#208007|208005|208006#100,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
230031,5#10:2#25,9#50#25,-1,-1,-1,-1,1,建筑兵力达到75%且9格内敌方建筑大于1个则调动100%兵进攻敌军
230032,6#9:15#30,7#208006#30,-1,-1,-1,-1,1,建筑兵力达到60个且9格内敌方兵力少于50个则向友军调兵100%个
230033,6#10:15#30,7#208002#50,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
230034,15#50:13#10#30,7#208002|208006#100,-1,-1,-1,-1,1,10格内敌方兵力大于20个且建筑兵力达到80个则调动100%兵进攻敌军
230036,2#100:15#60,7#208002|208006#100,-1,-1,-1,-1,1,建筑兵力达到80个则调动100%兵进攻敌军
230041,5#10:2#25,9#50#25,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
230043,6#10:15#40,7#208009#100,-1,-1,-1,-1,1,9格内敌方兵力大于10个且建筑兵力达到80个则调动75%兵进攻敌军
230044,2#100:15#60,7#208009#100,-1,-1,-1,-1,1,建筑兵力达到80个且9格内敌方兵力少于2个则向友军调兵50个
230045,15#40:13#15#30,5#208009#100,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
230051,5#15:2#25,9#50#25,-1,-1,-1,-1,1,10格内敌方兵力大于20个且建筑兵力达到80个则调动100%兵进攻敌军
230053,6#9:15#30,7#208001#100,-1,-1,-1,-1,1,建筑兵力达到80个则调动100%兵进攻敌军
230054,15#60:13#15#50,7#208007#100,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
230055,11#9#0:2#25,7#208001#100,-1,-1,-1,-1,1,建筑兵力达到50个且10格内敌方兵力少于20个则调动100%兵进攻敌军
230056,2#100:15#60,7#208007|208002#100,-1,-1,-1,-1,1,建筑兵力达到70个则调动75%兵进攻敌军
230061,5#10:2#25,9#50#25,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
230063,15#60:13#10#30,7#208007#100,-1,-1,-1,-1,1,10格内敌方兵力大于20个且建筑兵力达到80个则调动100%兵进攻敌军
230064,2#100:15#60,7#208007|208002|208003|208005#100,-1,-1,-1,-1,1,9格内敌方兵力少于20个且建筑兵力达到60个则向友军调兵100%个
230071,5#15:15#60,9#50#60,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
230073,10#9:15#35,10#2080111|2080112|2080113#35,-1,-1,-1,-1,1,10格内存在打野则调动35个兵进攻敌军
230074,15#80:8#6,7#208004#45,-1,-1,-1,-1,1,建筑兵力达到60个且9格内敌方兵力少于20个则向友军调兵50%个
230075,15#80,6#208012#75,-1,-1,-1,-1,1,建筑兵力达到70个则调动100%兵进攻敌军
230091,5#50:15#60,9#25#60,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
230092,15#45:1,3,-1,-1,-1,-1,1,17格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
230093,15#120,6#208010#100,-1,-1,-1,-1,1,17格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
230094,12#10#10:15#80,7#208010#100,-1,-1,-1,-1,1,总兵力达到900则全军出击攻击最近单位
230102,5#15:15#60,9#50#60,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
230103,13#10#50:15#100,7#208013#50,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
230200,1,1,-1,-1,-1,-1,1,PVE2-8关AI
230201,15#25:8#1#3,7#208001|208002|208006#80,-1,-1,-1,-1,1,攻击中立兵营1
230202,15#25:8#1#3,7#208003|208004|208007#80,-1,-1,-1,-1,1,攻击中立兵营2
230203,15#25:8#1#3,7#208011|208014|208015#80,-1,-1,-1,-1,1,攻击中立兵营3
230204,15#25:8#1#3,7#208012|208016|208017#80,-1,-1,-1,-1,1,攻击中立兵营4
230205,15#15:8#2#3,6#208004#15,-1,-1,-1,-1,1,攻击研究所1
230206,15#15:8#2#3,6#208014#15,-1,-1,-1,-1,1,攻击研究所2
230207,15#20:8#1#6,4#208004#15,-1,-1,-1,-1,1,屯兵研究所1
230208,15#20:8#1#6,4#208014#15,-1,-1,-1,-1,1,屯兵研究所2
230209,15#35,7#208002|208006|208007|208001|208005#80,-1,-1,-1,-1,1,研究所攻击附近建筑
230210,15#30,7#208001|208002|208003|208006|208007#80,-1,-1,-1,-1,1,自由攻击附近建筑1
230211,15#30,7#208011|208012|208015|208016|208017#80,-1,-1,-1,-1,1,自由攻击附近建筑2
230212,15#35:8#2#6,7#208010#75,-1,-1,-1,-1,1,攻击中路兵营
230213,15#35:8#2#6,7#208008#75,-1,-1,-1,-1,1,攻击中路兵营
230214,15#20:8#2#6:29#2#4,4#208010#15,-1,-1,-1,-1,1,屯兵两侧1
230215,15#20:8#2#6:29#2#4,4#208008#15,-1,-1,-1,-1,1,屯兵两侧2
230216,15#160,7#208009#100,-1,-1,-1,-1,1,屯兵到一定数量则攻击标记建筑
230217,3#280,2,-1,-1,-1,-1,1,
230218,15#35,7#208011|208012|208013|208016|208017#80,-1,-1,-1,-1,1,研究所攻击附近建筑
240011,5#15:15#30,9#50#30,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
240013,15#60,5#209003#50,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
240014,9:3#210,2,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
240021,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
240023,9:3#210,2,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
240031,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
240033,15#80:11#11#1,7#209004|209006|209001#100,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
240034,15#80,7#209004|209006#100,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
240035,9:3#210,2,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
240041,14,1,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
240042,10#10:15#80,10#2090141|2090142|2090143#35,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
240043,15#80:13#12#50,6#209003|209002|209005|209001#60,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
240051,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
240053,9:3#210,2,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
240061,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
240063,2#75:11#9#1,7#209008|209003#100,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
240064,15#60:13#9#50,5#209008#100,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
240065,9:3#210,2,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
240071,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
240073,12#10#20:15#80,7#209009|209005#100,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
240074,15#60,7#209005#100,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
240075,9:3#210,2,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
240081,5#15:15#30,9#50#30,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
240083,12#9#10:15#80,7#209010|209006#75,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
240084,15#60:13#9#2,4#209010#50,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
240085,9:3#210,2,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
240091,5#15:15#30,9#50#30,-1,-1,-1,-1,1,15格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
240093,12#10#20:15#80,7#209007|209011#100,-1,-1,-1,-1,1,15格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
240094,15#60,7#209007#100,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
240095,9:3#210,2,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
240101,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
240103,15#50:13#10#20,7#209011#100,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
240104,15#60,7#209008|209011|209012#75,-1,-1,-1,-1,1,0
240111,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
240113,12#10#20:15#80,7#209009|209012#100,-1,-1,-1,-1,1,0
240114,13#9#20:15#60,5#209009#100,-1,-1,-1,-1,1,0
240115,9:3#210,2,-1,-1,-1,-1,1,0
240121,5#15:15#30,9#50#30,-1,-1,-1,-1,1,0
240123,10#10,6#2090131|2090132|2090133#35,-1,-1,-1,-1,1,0
240124,15#60:13#9#20,5#209011#50,-1,-1,-1,-1,1,0
240125,15#70,7#209010|209011#100,-1,-1,-1,-1,1,0
240126,9:3#210,2,-1,-1,-1,-1,1,0
240200,1,1,-1,-1,-1,-1,1,PVE2-9关AI
240201,15#15:29#2#3,4#209005#15,-1,-1,-1,-1,1,屯兵路口1
240202,15#15:29#2#3,4#209007#15,-1,-1,-1,-1,1,屯兵路口2
240203,15#15:29#2#3,4#209011#15,-1,-1,-1,-1,1,屯兵路口3
240204,15#15:29#2#4,4#209013#15,-1,-1,-1,-1,1,屯兵路口4
240205,15#25,7#209006|209008#80,-1,-1,-1,-1,1,攻击中立兵营和研究所1
240206,15#25,7#209006|209010#80,-1,-1,-1,-1,1,攻击中立兵营和研究所2
240207,15#25,7#209008|209012#80,-1,-1,-1,-1,1,攻击中立兵营和研究所3
240208,15#25,7#209010|209012#80,-1,-1,-1,-1,1,攻击中立兵营和研究所4
240209,15#30,5#209006|209008|209010|209012#75,-1,-1,-1,-1,1,屯兵到中间据点
240210,15#30,7#209009#80,-1,-1,-1,-1,1,抢中间兵营
240211,15#40,4#209009#30,-1,-1,-1,-1,1,屯兵到中央
240212,15#50,12#25#40,-1,-1,-1,-1,1,攻击25格内兵力最少者
240213,3#250,2,-1,-1,-1,-1,1,全军出击
240214,1:29#1#4,3,-1,-1,-1,-1,1,小于4级，可升级则升级
250011,5#15:15#30,9#50#30,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
250013,11#17#1:15#50,7#210002|210004|210005#75,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
250014,11#17#0:2#90,6#210002|210004|210005#40,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
250015,3#900,2,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
250021,5#15:15#30,9#50#30,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
250023,11#13#1:15#50,7#210004|210007|210003#75,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
250024,11#13#0:2#90,6#210004|210007|210003#40,-1,-1,-1,-1,1,15格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
250031,5#15:15#30,9#50#30,-1,-1,-1,-1,1,15格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
250033,11#14#1:15#50,7#210002|210007|210018#75,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
250034,11#14#0:2#90,6#210002|210007|210018#40,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
250041,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
250043,11#14#1:15#50,7#210001|210005|210006|210002|210007#75,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
250044,11#14#0:2#90,6#210001|210005|210006|210002|210007#40,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
250051,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
250053,11#13#1:15#50,7#210001|210004|210006#75,-1,-1,-1,-1,1,15格内友军求援且建筑兵力达到30个则调动50#30%兵支援友军
250054,11#13#0:2#90,6#210001|210004|210006#40,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到50个则调动75%兵进攻敌军
250061,5#15:15#30,9#50#30,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动40个兵进攻敌军
250063,11#14#1:15#50,7#210005|210007|210010|210008#75,-1,-1,-1,-1,1,17格内敌方建筑大于1个且建筑兵力达到40个则调动100%兵进攻敌军
250064,11#14#0:2#90,6#210005|210007|210010|210008#40,-1,-1,-1,-1,1,17格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250071,5#15:15#30,9#50#30,-1,-1,-1,-1,1,总兵力达到900则全军出击攻击最近单位
250073,11#14#1:15#50,7#210004|210018|210008|210002#75,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到40个则调动100%兵进攻敌军
250074,11#14#0:2#90,6#210004|210018|210008|210002#40,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250081,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250083,11#14#1:15#50,7#210006|210007|210009|210011|210012#75,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250084,11#14#0:2#90,6#210006|210007|210009|210011|210012#40,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250091,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250093,11#13#1:15#50,7#210018|210013|210008|210012#75,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250094,11#13#0:2#90,6#210018|210013|210008|210012#40,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250101,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250103,11#14#1:15#50,7#210011|210006|210014#75,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250104,11#14#0:2#90,6#210011|210006|210014#40,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250111,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250113,11#15#1:15#50,7#210008|210010|210014|210015|210016#75,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250114,11#15#0:2#90,6#210008|210010|210014|210015|210016#40,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250121,5#15:15#30,9#50#30,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250123,11#14#1:15#50,7#210011|210016|210008|210013|210009#75,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250124,11#14#0:2#90,6#210011|210016|210008|210013|210009#40,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250131,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250133,11#13#1:15#50,7#210009|210017|210012#75,-1,-1,-1,-1,1,15格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250134,11#13#0:2#90,6#210009|210017|210012#40,-1,-1,-1,-1,1,15格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250141,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250143,11#13#1:15#50,7#210010|210011|210015#75,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250144,11#13#0:2#90,6#210010|210011|210015#40,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250151,5#15:15#30,9#50#30,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250153,11#15#1:15#50,7#210016|210011#75,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250154,11#15#0:2#90,6#210016|210011#40,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250161,5#15:15#30,9#50#30,-1,-1,-1,-1,1,15格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250163,11#14#1:15#50,7#210012|210011|210015|210017#75,-1,-1,-1,-1,1,15格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250164,11#14#0:2#90,6#210012|210011|210015|210017#40,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250171,5#15:15#30,9#50#30,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250173,11#14#1:15#50,7#210012|210016|210013#75,-1,-1,-1,-1,1,14格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250174,11#14#0:2#90,6#210012|210016|210013#40,-1,-1,-1,-1,1,14格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250181,5#15:15#30,9#50#30,-1,-1,-1,-1,1,13格内敌方建筑大于1个且建筑兵力达到50个则调动100%兵进攻敌军
250183,11#13#1:15#50,7#210003|210009#75,-1,-1,-1,-1,1,13格内敌方建筑大于0个且建筑兵力达到90%则调动60个兵进攻敌军
250184,11#13#0:2#90,6#210003|210009#40,-1,-1,-1,-1,1,17格内敌方建筑大于1个且建筑兵力达到40个则调动100%兵进攻敌军
250200,1,1,-1,-1,-1,-1,1,第2-10关AI
250201,15#20:8#1#4,7#210004|210001|210002|210003#80,-1,-1,-1,-1,1,抢占中立兵营1
250202,15#20:8#1#4,7#210005|210008|210011|210014#80,-1,-1,-1,-1,1,抢占中立兵营2
250203,15#20:8#1#4,7#210017|210015|210016|210018#80,-1,-1,-1,-1,1,抢占中立兵营3
250204,15#20:8#1#4,7#210009|210007|210010|210013#80,-1,-1,-1,-1,1,抢占中立兵营4
250205,15#20:29#2#3,6#210007#18,-1,-1,-1,-1,1,抢夺中间兵营1
250206,15#20:29#2#3,6#210009#18,-1,-1,-1,-1,1,抢夺中间兵营2
250207,15#20:29#2#3,6#210013#18,-1,-1,-1,-1,1,抢夺中间兵营3
250208,15#20:29#2#3,6#210008|210011#18,-1,-1,-1,-1,1,抢夺中间兵营4
250209,15#15:29#2#3,5#210007|210009|210010|210013#80,-1,-1,-1,-1,1,屯兵中央1
250210,15#15:29#2#3,5#210009#80,-1,-1,-1,-1,1,屯兵中央2
250211,15#50,7#210007|210009|210010|210013#90,-1,-1,-1,-1,1,抢夺中央
250212,15#60,13#55,-1,-1,-1,-1,1,随意进攻
250213,3#220,2,-1,-1,-1,-1,1,全面进攻
250214,29#2#3:8#1#5:1,3,-1,-1,-1,-1,1,建筑数小于5个，大于等于3级，可升级则升级
251200,1,1,-1,-1,-1,-1,1,第2-10-1关AI
251201,15#20:8#1#4,7#210104|210101|210102|210103#80,-1,-1,-1,-1,1,抢占中立兵营1
